Sample1	Sample2	Distance	Mismatches
Beijing-like-35049	strain-1-0165P6C4	13543.00	0.02072
Beijing-like-35049	strain-1-0170P6C4	12096.00	0.00399
Beijing-like-35049	strain-15	13793.00	0.02259
Beijing-like-35049	strain-17221	13455.00	0.02033
Beijing-like-35049	strain-1	12470.00	0.00858
Beijing-like-35049	strain-2-0011P6C4	12087.00	0.00258
Beijing-like-35049	strain-2-0026P6C4	13704.00	0.02210
Beijing-like-35049	strain-2-0111P6C4	13710.00	0.02266
Beijing-like-35049	strain-25421	12304.00	0.01159
Beijing-like-35049	strain-3320	12308.00	0.01172
Beijing-like-35049	strain-3	12096.00	0.00416
Beijing-like-35049	strain-4-0083P6C4	13556.00	0.02108
Beijing-like-35049	strain-5521	12336.00	0.01196
Beijing-like-35049	strain-6721	12255.00	0.01014
Beijing-like-35049	strain-6	13776.00	0.02243
Beijing-like-35049	strain-8	12115.00	0.00342
Beijing-like-35049	strain-9	12096.00	0.00279
Beijing-like-35049	strain-A16	14673.00	0.04509
Beijing-like-35049	strain-AST-T2	13631.00	0.02153
Beijing-like-35049	strain-AST-T3	13485.00	0.01968
Beijing-like-35049	strain-AST-T4	13671.00	0.02341
Beijing-like-35049	strain-AST-T5	12338.00	0.00704
Beijing-like-35049	strain-AST-T6	13675.00	0.02255
Beijing-like-35049	strain-AST-T7	13586.00	0.02410
Beijing-like-35049	strain-BLR-4299-2019	13380.00	0.01873
Beijing-like-35049	strain-CA01	12556.00	0.01336
Beijing-like-35049	strain-CA02	12557.00	0.01350
Beijing-like-35049	strain-CA03	12585.00	0.01313
Beijing-like-35049	strain-CB01	12298.00	0.01072
Beijing-like-35049	strain-CB02	12292.00	0.01052
Beijing-like-35049	strain-CB03	12315.00	0.01044
Beijing-like-35049	strain-CDC1551	13699.00	0.02442
Beijing-like-35049	strain-H-19-0007	14546.00	0.03006
Beijing-like-35049	strain-H-19-0008	14531.00	0.02942
Beijing-like-35049	strain-H-19-0027	14550.00	0.03019
Beijing-like-35049	strain-H-20-0022	14556.00	0.03194
Beijing-like-35049	strain-H-20-0024	14537.00	0.03030
Beijing-like-35049	strain-H-21-0019	14553.00	0.03249
Beijing-like-35049	strain-I0003165-3	13566.00	0.02374
Beijing-like-35049	strain-I0003270-1	13735.00	0.02245
Beijing-like-35049	strain-I0003758-5	13631.00	0.02232
Beijing-like-35049	strain-I0004240-3	13632.00	0.02673
Beijing-like-35049	strain-I0004290-8	13577.00	0.02127
Beijing-like-35049	strain-L	13480.00	0.02323
Beijing-like-35049	strain-LP-0106963-RM1	13743.00	0.02320
Beijing-like-35049	strain-LP-0106963-RM2	13745.00	0.02320
Beijing-like-35049	strain-LP-0106963-RM3	13746.00	0.02320
Beijing-like-35049	strain-LP-0106967-RM5	13746.00	0.02320
Beijing-like-35049	strain-LP-0107828-RM1	13749.00	0.02321
Beijing-like-35049	strain-LP-0107828-RM5	13742.00	0.02319
Beijing-like-35049	strain-LP-0107828-RM6	13748.00	0.02320
Beijing-like-35049	strain-LP-0257184-RM3	13744.00	0.02319
Beijing-like-35049	strain-LP-0257184-RM4	13745.00	0.02320
Beijing-like-35049	strain-LP-0257184-RM5	13754.00	0.02323
Beijing-like-35049	strain-LP-0257184-RM6	13750.00	0.02322
Beijing-like-35049	strain-LP-0261867-RM1	13747.00	0.02321
Beijing-like-35049	strain-LP-0261867-RM5	13742.00	0.02319
Beijing-like-35049	strain-LP-0261867-RM7	13745.00	0.02320
Beijing-like-35049	strain-LP-0333226-RM2	13738.00	0.02316
Beijing-like-35049	strain-LP-0333226-RM3	13744.00	0.02316
Beijing-like-35049	strain-LP-0474076-RM1	13737.00	0.02314
Beijing-like-35049	strain-LP-0474076-RM2	13737.00	0.02315
Beijing-like-35049	strain-LP-0474076-RM3	13736.00	0.02315
Beijing-like-35049	strain-LP-0497747-RM1	13731.00	0.02314
Beijing-like-35049	strain-LP-0504061-RM2	13731.00	0.02312
Beijing-like-35049	strain-LP-0504069-RM2	13729.00	0.02313
Beijing-like-35049	strain-M0003941-3	12116.00	0.00266
Beijing-like-35049	strain-M64	12538.00	0.01743
Beijing-like-35049	strain-MasanXDR-01	12832.00	0.01490
Beijing-like-35049	strain-MasanXDR-02	13365.00	0.02540
Beijing-like-35049	strain-MasanXDR-03	13025.00	0.02308
Beijing-like-35049	strain-MasanXDR-04	13249.00	0.02777
Beijing-like-35049	strain-MasanXDR-05	12921.00	0.01809
Beijing-like-35049	strain-mc26030	13695.00	0.02553
Beijing-like-35049	strain-MTBCR170001	14547.00	0.03125
Beijing-like-35049	strain-MTBCR170020	14518.00	0.02942
Beijing-like-35049	strain-MTBCR170027	14540.00	0.02900
Beijing-like-35049	strain-MTBCR170031	14421.00	0.02918
Beijing-like-35049	strain-MTBCR170913	14488.00	0.03094
Beijing-like-35049	strain-MTBCR170941	13105.00	0.01735
Beijing-like-35049	strain-MTb-Oman-3211198	14618.00	0.04181
Beijing-like-35049	strain-MTb-Oman-3211379	13264.00	0.04936
Beijing-like-35049	strain-MTb-Oman-3211380	13271.00	0.04749
Beijing-like-35049	strain-MTb-Oman-3211392	14358.00	0.06327
Beijing-like-35049	strain-MTb-Oman-3211453	14668.00	0.03844
Beijing-like-35049	strain-MTb-Oman-3211517	14602.00	0.04799
Beijing-like-35049	strain-MTb-Oman-3211622	14542.00	0.03882
Beijing-like-35049	strain-MTb-Oman-3211956	14568.00	0.04477
Beijing-like-35049	strain-MTb-Oman-3212387	13797.00	0.04543
Beijing-like-35049	strain-MTb-Oman-3212401	13754.00	0.02664
Beijing-like-35049	strain-MTb-Oman-3212598	14459.00	0.04141
Beijing-like-35049	strain-MTb-Oman-321262	13351.00	0.04927
Beijing-like-35049	strain-MTb-Oman-3212705	13755.00	0.05318
Beijing-like-35049	strain-MTb-Oman-3212927	12199.00	0.03745
Beijing-like-35049	strain-MTb-Oman-3213034	11410.00	0.07359
Beijing-like-35049	strain-Mtb-Oman-3213118	14376.00	0.03975
Beijing-like-35049	strain-MTb-Oman-3213123	12297.00	0.08017
Beijing-like-35049	strain-MTb-Oman-3213167	13015.00	0.04712
Beijing-like-35049	strain-MTb-Oman-3213169	12660.00	0.04484
Beijing-like-35049	strain-MTb-Oman-3213195	12551.00	0.04501
Beijing-like-35049	strain-MTb-Oman-3213249	13605.00	0.04360
Beijing-like-35049	strain-MTb-Oman-3213318	14030.00	0.04173
Beijing-like-35049	strain-MTb-Oman-3213329	14701.00	0.03445
Beijing-like-35049	strain-MTb-Oman-3213336	13415.00	0.02896
Beijing-like-35049	strain-MTb-Oman-3213343	14350.00	0.03934
Beijing-like-35049	strain-MTb-Oman-3213427	13759.00	0.04411
Beijing-like-35049	strain-MTb-Oman-3213465	13282.00	0.02489
Beijing-like-35049	strain-MTb-Oman-3213509	13877.00	0.04562
Beijing-like-35049	strain-MTb-Oman-3213540	12776.00	0.04509
Beijing-like-35049	strain-MTb-Oman-3213545	13570.00	0.05627
Beijing-like-35049	strain-MTb-Oman-3213573	12442.00	0.04065
Beijing-like-35049	strain-MTb-Oman-3213645	13987.00	0.05434
Beijing-like-35049	strain-MTb-Oman-3213670	13428.00	0.03409
Beijing-like-35049	strain-MTb-Oman-3213828	14181.00	0.04936
Beijing-like-35049	strain-MTb-Oman-3213831	12609.00	0.03425
Beijing-like-35049	strain-MTb-Oman-3213964	12423.00	0.03419
Beijing-like-35049	strain-MTb-Oman-321403	13291.00	0.03771
Beijing-like-35049	strain-MTb-Oman-3214042	12846.00	0.08436
Beijing-like-35049	strain-MTb-Oman-3214121	13252.00	0.03286
Beijing-like-35049	strain-MTb-Oman-3214168	12490.00	0.03288
Beijing-like-35049	strain-MTb-Oman-3214236	13468.00	0.04248
Beijing-like-35049	strain-MTb-Oman-3214387	14222.00	0.04932
Beijing-like-35049	strain-MTb-Oman-3214404	13573.00	0.04502
Beijing-like-35049	strain-MTb-Oman-3214504	11814.00	0.01475
Beijing-like-35049	strain-MTb-Oman-3214585	13472.00	0.04306
Beijing-like-35049	strain-MTb-Oman-3214594	12672.00	0.03706
Beijing-like-35049	strain-MTb-Oman-3214642	13739.00	0.04162
Beijing-like-35049	strain-MTb-Oman-3214721	13209.00	0.03301
Beijing-like-35049	strain-MTb-Oman-3214744	12912.00	0.03099
Beijing-like-35049	strain-MTb-Oman-3214760	13666.00	0.03578
Beijing-like-35049	strain-MTb-Oman-3214805	13975.00	0.04444
Beijing-like-35049	strain-MTb-Oman-3214883	13007.00	0.04126
Beijing-like-35049	strain-MTb-Oman-3214927	13089.00	0.03440
Beijing-like-35049	strain-MTb-Oman-321528	13532.00	0.05023
Beijing-like-35049	strain-MTb-Oman-3215324	13575.00	0.04353
Beijing-like-35049	strain-MTb-Oman-3215574	13395.00	0.05102
Beijing-like-35049	strain-MTb-Oman-3215691	12877.00	0.03411
Beijing-like-35049	strain-MTb-Oman-3215873	14441.00	0.06105
Beijing-like-35049	strain-MTb-Oman-3216177	13468.00	0.04326
Beijing-like-35049	strain-MTb-Oman-3216462	12736.00	0.05864
Beijing-like-35049	strain-MTb-Oman-3216574	13379.00	0.04329
Beijing-like-35049	strain-MTB-Oman-321769	14430.00	0.03883
Beijing-like-35049	strain-MTb-Oman-321856	13038.00	0.06921
Beijing-like-35049	strain-MTb-Oman-321857	13806.00	0.04106
Beijing-like-35049	strain-MTb-Oman-32193	12994.00	0.02811
Beijing-like-35049	strain-N1015	13485.00	0.02083
Beijing-like-35049	strain-P001-N1377	13437.00	0.01920
Beijing-like-35049	strain-P003-N1374	13437.00	0.01920
Beijing-like-35049	strain-P006-N1591	13434.00	0.01917
Beijing-like-35049	strain-P007-N1108	13439.00	0.01921
Beijing-like-35049	strain-P008-N1380	13437.00	0.01920
Beijing-like-35049	strain-P010-N1385	13436.00	0.01918
Beijing-like-35049	strain-P020-N1386	13436.00	0.01918
Beijing-like-35049	strain-P022-N1431	13437.00	0.01919
Beijing-like-35049	strain-P028-N1362	13439.00	0.01921
Beijing-like-35049	strain-P034-N1426	13434.00	0.01917
Beijing-like-35049	strain-P042-N1430	13439.00	0.01920
Beijing-like-35049	strain-P052-N1429	13437.00	0.01920
Beijing-like-35049	strain-P059-N1392	13435.00	0.01922
Beijing-like-35049	strain-P066-N1411	13437.00	0.01919
Beijing-like-35049	strain-P073-N1394	13437.00	0.01919
Beijing-like-35049	strain-P074-N1402	13437.00	0.01919
Beijing-like-35049	strain-PSNK363	13560.00	0.02018
Beijing-like-35049	strain-SEA10470P6C4	13550.00	0.02114
Beijing-like-35049	strain-SEA17020027P6C4	13563.00	0.02290
Beijing-like-35049	TB282	12082.00	0.00409
Beijing-like-35049	TCDC11	12101.00	0.00349
Beijing-like-35049	variant-bovis-BCG-strain-Moreau-PL	14639.00	0.05019
Beijing-like-35049	variant-bovis-strain-2023-0113	14839.00	0.04704
Beijing-like-35049	variant-bovis-strain-3488	14786.00	0.05038
Beijing-like-35049	variant-bovis-strain-Mb0486	14683.00	0.04625
Beijing-like-35049	variant-bovis-strain-Mb0531	14688.00	0.04518
Beijing-like-35049	variant-bovis-strain-Mb0820	14692.00	0.04474
Beijing-like-35049	variant-bovis-strain-Mb1101	14750.00	0.04595
Beijing-like-35049	variant-bovis-strain-Mb1855	14825.00	0.04785
Beijing-like-35049	variant-bovis-strain-Mb2269	14792.00	0.04748
Beijing-like-35049	variant-bovis-strain-Mb2377	14693.00	0.04437
Beijing-like-35049	variant-bovis-strain-Mb2487	14763.00	0.04738
Beijing-like-35049	variant-bovis-strain-Mb3114	14825.00	0.04659
Beijing-like-35049	variant-bovis-strain-Mb3602	14698.00	0.04509
Beijing-like-35049	variant-bovis-strain-OLF-AH-2022-TB-0122	14800.00	0.04588
Beijing-like-35049	variant-caprae-strain-SY-1	14846.00	0.04936
Beijing-like-35049	W-148	12094.00	0.00306
Beijing-like-35049	WBB1007-LQ1975	14595.00	0.03180
Beijing-like-35049	WBB1008-SL1975	14596.00	0.03181
Beijing-like-35049	WBB1009-SL1875	14608.00	0.03365
Beijing-like-35049	WBB1451-04-00887-2	14588.00	0.03814
Beijing-like-35049	WBB1452-10-01964-2	13666.00	0.02571
Beijing-like-35049	WBB1453-11-00429-1	14563.00	0.02973
Beijing-like-35049	WBB1454-IB091-1	14557.00	0.03859
Beijing-like-35049	WBB1456-11-00225-4	12310.00	0.00741
Beijing-like-35049	WBB1457-IB-036-1	14688.00	0.03842
Beijing-like-35049	WBB1458-05-01296-1	14617.00	0.04190
Beijing-like-35049	WBB1459-E14-22547-1	14615.00	0.03710
Beijing-like-35049	WBB1460-E13-13014-2	14638.00	0.03675
Beijing-like-35049	WBB445-ARS7496	12295.00	0.00583
Beijing-like-35049	WBB446-ARS7884	13239.00	0.02442
Beijing-like-35049	WBB447-G67	14572.00	0.03837
Beijing-like-35049	WBB448-HPV115-08	13200.00	0.02427
Beijing-like-35049	WC059	12100.00	0.00424
Beijing-like-35049	WC078	12098.00	0.00410
Beijing-like-35049	WMB588	13346.00	0.02209
Beijing-like-35049	WMB596	14517.00	0.03004
Beijing-like-35049	WMB600	13455.00	0.02389
Beijing-like-35049	WMB602	13736.00	0.02483
Beijing-like-35049	WMB607	14600.00	0.03474
Beijing-like-35049	WMB613	13512.00	0.02255
Beijing-like-35049	WMB614	14608.00	0.03159
Beijing-like-35049	WMB615	14603.00	0.03385
Beijing-like-35049	WMB621	13546.00	0.02353
Beijing-like-35049	ZRB10578980-LR-Asm	12096.00	0.00388
Beijing-like-36918	Beijing-like-38774	11782.00	0.00078
Beijing-like-36918	Beijing-like-50148	11777.00	0.00079
Beijing-like-36918	BLR-31d	12072.00	0.00331
Beijing-like-36918	CHIN-F1	13761.00	0.02498
Beijing-like-36918	CP010329-H37Rv	13804.00	0.02671
Beijing-like-36918	CP010333	14503.00	0.04264
Beijing-like-36918	CP010337	13561.00	0.02446
Beijing-like-36918	Danish-1331	14621.00	0.04888
Beijing-like-36918	delta-sapM	14623.00	0.04910
Beijing-like-36918	DN049-DNA	14373.00	0.03077
Beijing-like-36918	DN059-DNA	14352.00	0.03098
Beijing-like-36918	DN067-DNA	12282.00	0.00624
Beijing-like-36918	DN068-DNA	14348.00	0.03231
Beijing-like-36918	DN101-DNA	14364.00	0.03106
Beijing-like-36918	DN105-DNA	14346.00	0.03020
Beijing-like-36918	DN146-DNA	12042.00	0.00548
Beijing-like-36918	DN181-DNA	12128.00	0.00388
Beijing-like-36918	DN251-DNA	12333.00	0.00561
Beijing-like-36918	DNA019-Rose-LR-Asm	13635.00	0.02222
Beijing-like-36918	DNA019-Vash-LR-Asm	12061.00	0.00355
Beijing-like-36918	DNA020-LR-Asm	13419.00	0.01855
Beijing-like-36918	DNA028-LR-Asm	12085.00	0.00377
Beijing-like-36918	DNA044-LR-Asm	13682.00	0.02248
Beijing-like-36918	DNA054-LR-Asm	13467.00	0.02070
Beijing-like-36918	DNA075-LR-Asm	12078.00	0.00442
Beijing-like-36918	DNA086-LR-Asm	13361.00	0.01996
Beijing-like-36918	DNA089-LR-Asm	12071.00	0.00329
Beijing-like-36918	DNA091-LR-Asm	12064.00	0.00389
Beijing-like-36918	DNA096-LR-Asm	12069.00	0.00329
Beijing-like-36918	DNA114-LR-Asm	12060.00	0.00320
Beijing-like-36918	DNA120-LR-Asm	13547.00	0.02297
Beijing-like-36918	DNA124-LR-Asm	13431.00	0.02025
Beijing-like-36918	DNA182-LR-Asm	13493.00	0.02119
Beijing-like-36918	DNA188-LR-Asm	13624.00	0.02596
Beijing-like-36918	Erdman-ATCC-35801	13624.00	0.02542
Beijing-like-36918	FDAARGOS-750	13418.00	0.01725
Beijing-like-36918	FDAARGOS-751	14488.00	0.02995
Beijing-like-36918	FDAARGOS-756	12052.00	0.00406
Beijing-like-36918	FDAARGOS-757	13693.00	0.02341
Beijing-like-36918	GCF1-0084P6C4	12090.00	0.00317
Beijing-like-36918	GCF4-0096P6C4	12541.00	0.00801
Beijing-like-36918	H107	13550.00	0.02133
Beijing-like-36918	H112	12272.00	0.00649
Beijing-like-36918	H37Ra	13737.00	0.02492
Beijing-like-36918	H37Rv-1	13692.00	0.02341
Beijing-like-36918	H54	11994.00	0.00268
Beijing-like-36918	H83	13599.00	0.02536
Beijing-like-36918	HN-024	14300.00	0.02939
Beijing-like-36918	HN-205	12092.00	0.00427
Beijing-like-36918	HN-321	12271.00	0.00503
Beijing-like-36918	HN-506	11955.00	0.00336
Beijing-like-36918	I0003447-5	13431.00	0.01913
Beijing-like-36918	ITM-1968-01344	14619.00	0.03110
Beijing-like-36918	ITM-1992-08557	14518.00	0.03218
Beijing-like-36918	ITM-1999-01508	13334.00	0.01715
Beijing-like-36918	ITM-2000-00448	13351.00	0.01740
Beijing-like-36918	ITM-2002-00926	13512.00	0.02481
Beijing-like-36918	ITM-2003-01539	13646.00	0.02400
Beijing-like-36918	ITM-2004-01893	13521.00	0.02495
Beijing-like-36918	ITM-2005-02460	13650.00	0.02422
Beijing-like-36918	ITM-2015-00021	14461.00	0.03653
Beijing-like-36918	ITM-2021-00504	14487.00	0.03445
Beijing-like-36918	ITM-2021-02250	14778.00	0.04755
Beijing-like-36918	Kurono	13546.00	0.02318
Beijing-like-36918	M0003941-3-LR-Asm	12091.00	0.00286
Beijing-like-36918	M0010874-7-LR-Asm	13543.00	0.02395
Beijing-like-36918	M0014888-3-LR-Asm	13608.00	0.02694
Beijing-like-36918	M0016395-7-LR-Asm	13555.00	0.02147
Beijing-like-36918	M0016737-0-LR-Asm	13713.00	0.02266
Beijing-like-36918	M0017522-5-LR-Asm	13604.00	0.02251
Beijing-like-36918	M20	13632.00	0.02671
Beijing-like-36918	mada-102-LR-Asm	13463.00	0.02279
Beijing-like-36918	mada-103-LR-Asm	13472.00	0.01941
Beijing-like-36918	mada-105-LR-Asm	13631.00	0.02534
Beijing-like-36918	mada-107-LR-Asm	14551.00	0.03235
Beijing-like-36918	mada-1-10-LR-Asm	14584.00	0.03140
Beijing-like-36918	mada-1-11-LR-Asm	12048.00	0.00340
Beijing-like-36918	mada-1-12-LR-Asm	13477.00	0.02341
Beijing-like-36918	mada-112-LR-Asm	13470.00	0.01942
Beijing-like-36918	mada-1-15-LR-Asm	13689.00	0.02482
Beijing-like-36918	mada-115-LR-Asm	12081.00	0.00379
Beijing-like-36918	mada-117-LR-Asm	14572.00	0.03400
Beijing-like-36918	mada-118-LR-Asm	14538.00	0.03085
Beijing-like-36918	mada-1-1-LR-Asm	14481.00	0.03007
Beijing-like-36918	mada-120-LR-Asm	13428.00	0.02449
Beijing-like-36918	mada-122-LR-Asm	14582.00	0.03148
Beijing-like-36918	mada-123-LR-Asm	13523.00	0.02309
Beijing-like-36918	mada-124-LR-Asm	13486.00	0.02062
Beijing-like-36918	mada-126-LR-Asm	13422.00	0.02428
Beijing-like-36918	mada-128-LR-Asm	13686.00	0.02657
Beijing-like-36918	mada-129-LR-Asm	13641.00	0.02483
Beijing-like-36918	mada-1-30-LR-Asm	13553.00	0.02095
Beijing-like-36918	mada-1-32-LR-Asm	13617.00	0.02423
Beijing-like-36918	mada-1-36-LR-Asm	14559.00	0.03164
Beijing-like-36918	mada-1-38-LR-Asm	13556.00	0.02226
Beijing-like-36918	mada-1-39-LR-Asm	14617.00	0.03244
Beijing-like-36918	mada-139-LR-Asm	13505.00	0.02231
Beijing-like-36918	mada-1-40-LR-Asm	14587.00	0.03196
Beijing-like-36918	mada-1-41-LR-Asm	13544.00	0.01982
Beijing-like-36918	mada-1-44-LR-Asm	14545.00	0.03131
Beijing-like-36918	mada-1-50-LR-Asm	13535.00	0.02332
Beijing-like-36918	mada-1-51-LR-Asm	14565.00	0.03110
Beijing-like-36918	mada-151-LR-Asm	13491.00	0.02401
Beijing-like-36918	mada-1-53-LR-Asm	13540.00	0.02333
Beijing-like-36918	mada-2-1-LR-Asm	13404.00	0.02219
Beijing-like-36918	mada-2-25-LR-Asm	13339.00	0.01812
Beijing-like-36918	mada-2-31-LR-Asm	13550.00	0.01982
Beijing-like-36918	mada-2-42-LR-Asm	12095.00	0.00333
Beijing-like-36918	mada-2-46-LR-Asm	14567.00	0.03317
Beijing-like-36918	mada-2-53-LR-Asm	13540.00	0.02333
Beijing-like-36918	Maus3	14363.00	0.03794
Beijing-like-36918	Maus4	14441.00	0.03781
Beijing-like-36918	Mb3601	14784.00	0.04711
Beijing-like-36918	MFS-173-LR-Asm	12062.00	0.00457
Beijing-like-36918	MFS-181-LR-Asm	13415.00	0.02048
Beijing-like-36918	MFS-42-LR-Asm	12091.00	0.00308
Beijing-like-36918	MFS-51-LR-Asm	12066.00	0.00346
Beijing-like-36918	MFS-54-LR-Asm	12054.00	0.00330
Beijing-like-36918	MFS-56-LR-Asm	13637.00	0.02387
Beijing-like-36918	MFS-58-LR-Asm	12045.00	0.00326
Beijing-like-36918	MFS-60-LR-Asm	13414.00	0.02048
Beijing-like-36918	MT-0080-LR-Asm	13605.00	0.02334
Beijing-like-36918	MTB1	13558.00	0.02106
Beijing-like-36918	MTB2	12545.00	0.00772
Beijing-like-36918	M-tuberculosis-H37Rv-2015	13749.00	0.02367
Beijing-like-36918	N0004-LR-Asm	13437.00	0.01819
Beijing-like-36918	N0054-LR-Asm	13421.00	0.01780
Beijing-like-36918	N0069	14415.00	0.02898
Beijing-like-36918	N0072	14515.00	0.03048
Beijing-like-36918	N0091-LR-Asm	14625.00	0.03737
Beijing-like-36918	N0145-LR-Asm	12053.00	0.00365
Beijing-like-36918	N0153-LR-Asm	14303.00	0.03305
Beijing-like-36918	N0155-LR-Asm	12069.00	0.00293
Beijing-like-36918	N0157	14503.00	0.03601
Beijing-like-36918	N1176-LR-Asm	14628.00	0.03269
Beijing-like-36918	N1177-LR-Asm	14615.00	0.03623
Beijing-like-36918	N1201	14619.00	0.03609
Beijing-like-36918	N1202-LR-Asm	14603.00	0.03602
Beijing-like-36918	N1268	14668.00	0.03243
Beijing-like-36918	N1272-LR-Asm	14410.00	0.02828
Beijing-like-36918	N1274-LR-Asm	13622.00	0.02082
Beijing-like-36918	N1283	13575.00	0.02076
Beijing-like-36918	N3913	14367.00	0.02880
Beijing-like-36918	NCGM946K2	13360.00	0.02592
Beijing-like-36918	Orygis	14658.00	0.04314
Beijing-like-36918	OV254	14402.00	0.03880
Beijing-like-36918	OW052189-1	12090.00	0.00320
Beijing-like-36918	OW052302-1	13552.00	0.02050
Beijing-like-36918	OW052570-1	14396.00	0.02883
Beijing-like-36918	OW052571-1	13410.00	0.02224
Beijing-like-36918	QC-10-LR-Asm	13532.00	0.02263
Beijing-like-36918	QC-1-LR-Asm	13527.00	0.02372
Beijing-like-36918	QC-3-LR-Asm	13458.00	0.01783
Beijing-like-36918	QC-4-LR-Asm	13523.00	0.02214
Beijing-like-36918	QC-5-LR-Asm	13454.00	0.01783
Beijing-like-36918	QC-6-LR-Asm	13548.00	0.02384
Beijing-like-36918	QC-7-LR-Asm	13570.00	0.02467
Beijing-like-36918	QC-8-LR-Asm	13518.00	0.02216
Beijing-like-36918	QC-9-LR-Asm	13466.00	0.01836
Beijing-like-36918	R15311-LR-Asm	13450.00	0.02039
Beijing-like-36918	R18040-LR-Asm	12540.00	0.00860
Beijing-like-36918	R18043-LR-Asm	12535.00	0.00861
Beijing-like-36918	R20574-LR-Asm	12538.00	0.00816
Beijing-like-36918	R21408-LR-Asm	12544.00	0.00823
Beijing-like-36918	R21770-LR-Asm	13661.00	0.02494
Beijing-like-36918	R21839-LR-Asm	13523.00	0.02288
Beijing-like-36918	R21893-LR-Asm	12546.00	0.00879
Beijing-like-36918	R22601-LR-Asm	12542.00	0.00866
Beijing-like-36918	R23146-LR-Asm	12538.00	0.00888
Beijing-like-36918	R23887-LR-Asm	14594.00	0.03307
Beijing-like-36918	R24100-LR-Asm	12066.00	0.00350
Beijing-like-36918	R25048-LR-Asm	12066.00	0.00432
Beijing-like-36918	R26778-LR-Asm	12540.00	0.00857
Beijing-like-36918	R26791-LR-Asm	12539.00	0.00816
Beijing-like-36918	R27252-LR-Asm	14562.00	0.03026
Beijing-like-36918	R27657-LR-Asm	12088.00	0.00305
Beijing-like-36918	R27725-LR-Asm	12533.00	0.00816
Beijing-like-36918	R27937-LR-Asm	12540.00	0.00861
Beijing-like-36918	R28012-LR-Asm	12088.00	0.00304
Beijing-like-36918	R28703-LR-Asm	12089.00	0.00311
Beijing-like-36918	R28980-LR-Asm	12543.00	0.00885
Beijing-like-36918	R29816-LR-Asm	12092.00	0.00312
Beijing-like-36918	R30078-LR-Asm	12088.00	0.00305
Beijing-like-36918	R30215-LR-Asm	12061.00	0.00293
Beijing-like-36918	R30234-LR-Asm	12091.00	0.00304
Beijing-like-36918	R30396-LR-Asm	13655.00	0.02454
Beijing-like-36918	R30420-LR-Asm	12546.00	0.00816
Beijing-like-36918	R31095-LR-Asm	12097.00	0.00306
Beijing-like-36918	R32929-LR-Asm	12546.00	0.00807
Beijing-like-36918	R36431-LR-Asm	12088.00	0.00296
Beijing-like-36918	R37765-LR-Asm	12073.00	0.00329
Beijing-like-36918	RW-TB008-LR-Asm	14345.00	0.03331
Beijing-like-36918	SEA02010036	12064.00	0.00318
Beijing-like-36918	SEA06535P6C4	13514.00	0.02252
Beijing-like-36918	SEA07010354P6C4	13575.00	0.01941
Beijing-like-36918	SEA07020250P6C4	13537.00	0.02120
Beijing-like-36918	SEA08151P6C4	14448.00	0.02702
Beijing-like-36918	SEA08162P6C4	13492.00	0.01908
Beijing-like-36918	SEA09020048P6C4	13331.00	0.01705
Beijing-like-36918	SEA11020038P6C4	13531.00	0.02465
Beijing-like-36918	SEA11020057P6C4	13421.00	0.02055
Beijing-like-36918	SEA11020068P6C4	13595.00	0.02733
Beijing-like-36918	SEA11020092P6C4	13489.00	0.02379
Beijing-like-36918	SEA11278P6C4	14353.00	0.02892
Beijing-like-36918	SEA12126P6C4	14398.00	0.02958
Beijing-like-36918	SEA12202P6C4	14515.00	0.03300
Beijing-like-36918	SEA12334P6C4	14481.00	0.03369
Beijing-like-36918	SEA13020298	12058.00	0.00516
Beijing-like-36918	SEA13111P6C4	14363.00	0.02815
